kepid,mass,radius,teff,bp_rp,lum_val,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
7977623,0.997,1.248,6087.1,0.9284811,1.940885877592778,0.10762986657550004,0.2805,68.422
7977652,0.884,0.839,5550.7,1.1281872,0.6053408747539135,0.17414659182980785,0.1733,238.437
7977693,1.261,1.265,6590.9,0.8326893,2.7415741719278826,0.18972752402573737,0.258,129.081
7977721,0.844,0.797,5372.2,1.1305809,0.4786300923226383,0.08383046976336718,0.183,111.675
7977748,1.013,0.996,5935.4,0.9924698,1.1168632477805611,0.15783158863837282,0.1673,234.842
7977762,1.02,0.99,6024.3,1.0189714,1.1668096170609625,0.180144387398699,0.162,205.976
7977782,0.908,0.952,5511.8,1.0992212,0.7603262769401818,0.18579998432566458,NaN,215.468
7986336,1.176,1.153,6532.0,0.8514023,2.1877616239495525,0.11397288134009978,0.2035,86.267
7986465,1.152,1.239,6289.3,0.9448433,2.1727011788637447,0.1536485118897798,0.309,143.981
7986619,0.854,0.837,5401.2,1.1322432,0.5407543229455808,0.11839960567015007,0.15,187.767
7986966,1.059,1.06,6203.2,0.8876953,1.506607066186742,0.06874351443969,NaN,80.69
7986985,1.075,1.156,6064.7,0.93523884,1.6368165214278085,0.06600534302120922,0.201,53.496
7986999,1.304,1.367,6631.0,0.82891464,3.265878321723358,0.11913496031428027,0.185,192.17
8006344,0.946,0.913,5717.8,0.90748024,0.8053784411990667,0.09094574517487862,0.025,151.769
8006351,1.126,1.279,6083.2,0.7991276,2.0230191786782714,0.15266246647413917,0.1145,104.173
8006390,0.908,1.082,5512.5,0.94966793,0.9840111057611337,0.15265434599086541,0.2087,192.284
8006418,0.753,0.749,4711.3,1.3494873,0.24945947269429547,0.20120088709169906,0.297,290.827
8006480,0.895,0.879,5486.5,0.9697027,0.6338697112569269,0.13771645523394518,0.0457,265.188
8009663,0.845,0.8,5366.3,0.99100876,0.4786300923226383,0.07392536495233598,0.037,126.122
8009778,0.819,0.863,5091.4,1.1055403,0.4528975799036208,0.13060957487930142,0.1553,194.633
8009805,1.056,1.228,5772.7,0.84846306,1.5170503674593367,0.07673283071320093,0.181,49.771
8009835,1.133,1.238,6130.3,0.78924465,1.9678862897068448,0.2593080673542815,0.1285,203.265
8009845,0.92,0.973,5559.8,0.9842901,0.8203515443298183,0.15598827245823038,0.165,201.791
8009932,0.651,0.653,4217.9,1.671627,0.12246161992650487,0.07542125768984836,0.3767,90.465
8009973,0.758,0.725,4999.6,1.13381,0.2971666031738026,0.11996366998902434,0.1,256.407
8017347,1.067,1.172,5608.5,0.940444,1.2302687708123816,0.08314905734562318,0.202,59.777
8017352,0.961,1.02,5696.4,0.87441826,0.995405417351527,0.1798467245679354,0.0843,163.02
8017362,0.858,1.002,5308.3,1.0552368,0.7227698036021702,0.07038741029290338,0.209,89.196
8017379,0.907,0.874,5439.0,0.9513531,0.6039486293763798,0.038086522364767374,0.054,85.593
8017397,0.947,1.342,5544.6,0.9657078,1.5452544395384138,0.24215954536879528,0.3383,197.5
8023782,1.025,1.229,5824.7,0.92558956,1.5776112696993487,0.1528430484465585,0.2442,134.151
8023848,0.84,0.917,5219.5,1.1060886,0.5662392890382533,0.11488852989394745,NaN,159.198
8023856,0.827,0.799,5206.7,1.0860834,0.4255984131337431,0.10556561238015018,0.087,148.185
8023885,0.93,0.914,5630.0,0.9771147,0.762079010025412,0.16807143191270776,0.0827,229.708
8023895,0.976,1.063,5741.0,0.9100437,1.1117317272815912,0.12606227624797728,0.144,119.103
8023973,0.875,0.816,5687.3,0.9731455,0.6338697112569269,0.12518360062586023,0.054,199.49
8028251,1.025,1.163,5854.3,1.0459032,1.4421153515248688,0.20856298258890507,NaN,188.36
8028312,0.948,1.152,5631.7,1.0297127,1.2133888504649772,0.11454149990599291,0.303,170.13
8028384,1.046,1.002,5738.9,0.9009075,0.9840111057611337,0.1147269133556112,0.1357,113.004
8028465,0.78,0.814,4700.2,1.476923,0.29241523778433354,0.17965662052249434,NaN,182.648
8028534,0.752,0.721,4932.1,1.198739,0.278612116862977,0.10182558401462372,0.0357,182.468
8028599,0.955,0.926,5753.7,0.96385765,0.8511380382023764,0.11901956535544482,0.1073,132.432
8028612,0.884,0.852,5451.0,0.95488644,0.5767664633922508,0.10311648715541878,0.057,138.919
8037296,1.198,1.426,6161.5,0.8005924,2.63633138582538,0.10829472861049773,0.263,83.949
8037307,0.859,0.911,5312.8,1.1247854,0.6011737374832781,0.15871630660468375,0.16,207.903
8037316,0.757,0.731,4911.1,1.2298841,0.2805433637951713,0.15088331446801995,0.063,272.748
8037358,1.112,1.102,6152.9,0.77952766,1.5703628043335525,0.08245071017505808,0.102,83.158
8042018,1.242,1.579,6171.2,0.8864479,3.2809529311311905,0.27041724718240456,NaN,145.299
8042023,0.85,0.843,5265.2,1.1714201,0.4931738039549359,0.12671576102879237,NaN,130.476
8042216,1.185,1.558,6023.7,0.9343834,2.904022654464451,0.23647270501694162,NaN,125.416
8047264,0.986,0.946,5713.7,1.0351982,0.8609937521846006,0.10650294970980978,0.167,130.827
8047278,0.759,0.751,4776.6,1.3334284,0.265460556197554,0.17118727940911954,0.1697,208.662
8047296,0.801,0.795,5025.6,1.2908382,0.3647539469256078,0.1868539674747927,0.204,247.017
8047321,0.846,0.8,5395.1,1.0693398,0.49090787615260306,0.10085089327444237,0.078,161.607
8047357,0.649,0.64,4393.4,1.5699234,0.13772094688939465,0.12555124080118643,0.2657,165.01
8047370,1.14,1.388,6036.2,0.9083233,2.3173946499684783,0.14402242096246767,0.3273,90.58
8047428,1.336,1.352,6743.7,0.87903786,3.4355794789987466,0.21150984304331477,0.286,135.727
8047430,1.167,1.258,6218.4,0.9039211,2.1428906011200586,0.14426027776910005,NaN,90.655
8047700,0.974,1.017,5597.8,1.0562992,0.9204495717531713,0.11886545535886557,0.24,118.947
7941472,0.825,0.819,5149.7,1.1214466,0.4275628861515862,0.10973726690213133,0.1345,147.631
7941483,0.845,0.785,5582.8,0.9266672,0.5445026528424212,0.1068758344728291,0.045,163.951
7941492,0.944,0.931,5688.8,0.89109993,0.8222426499470711,0.15317833848544912,0.0225,193.451
7941584,1.06,1.058,6360.0,0.7046747,1.6557699634695282,0.1660807038555581,0.01,69.467
7941616,0.754,0.888,5539.8,0.8677721,0.6714288529259523,0.045743782623551034,0.0053,43.74
7941683,0.851,0.846,5230.0,1.01406,0.48528850016212105,0.04910328509286308,0.0153,68.684
7949159,0.856,1.017,5246.0,1.1158028,0.7095777679633888,0.10914015541183526,0.267,103.883
7949203,1.08,1.979,5414.0,0.98746204,3.054921113215513,0.3429120372902362,NaN,182.846
7949259,1.212,1.212,6253.9,0.71894836,2.027682719521282,0.1419418314436821,0.0263,94.476
7949285,0.879,0.833,5523.4,0.9409237,0.5834451042737447,0.12092594231751924,0.0315,159.571
7949300,0.892,0.994,5462.4,0.9692173,0.7979946872679766,0.1242582575213028,0.122,195.1
7949304,0.725,0.697,4779.6,1.2516632,0.2296148648112362,0.07777397615774945,0.0643,105.017
7949320,0.905,0.941,5497.8,0.9943361,0.734513868157115,0.12705137373227432,0.1563,152.482
7949332,0.91,0.883,5590.8,0.93317413,0.690239803840242,0.17544870239931618,0.008,250.006
7955098,1.191,1.804,5927.1,0.90616703,3.6475394692560785,0.32396505679661175,NaN,176.247
7955100,1.09,1.451,6100.1,0.76996994,2.6302679918953817,0.1403924933560671,NaN,64.707
7955233,0.814,0.821,5082.3,1.163559,0.40738027780411273,0.17571330327065748,0.19,269.648
7955266,0.692,0.683,4386.1,1.5114698,0.15631476426409538,0.1265666436604654,0.2297,137.173
7955270,1.33,2.178,6070.6,0.80723476,5.834451042737448,0.2809275556086378,0.784,100.089
7955307,0.822,0.842,5118.9,1.0866508,0.4405548635065533,0.12335709142839565,0.134,172.428
7959828,0.727,0.698,4816.4,1.218998,0.23659196974857583,0.09580932201620646,0.051,175.151
7959882,0.757,0.747,4768.1,1.3301182,0.26121613543992067,0.14757477096429444,0.1593,201.322
7959973,0.944,0.931,5672.0,0.92706585,0.8128305161640993,0.12328919064668971,0.0393,134.324
7959989,0.856,0.833,5321.5,1.0641956,0.5035006087879048,0.11294720101425076,0.067,161.051
7960025,1.05,1.228,5899.0,0.9021654,1.6557699634695282,0.12162771642014937,0.271,86.185
7960029,1.18,1.169,6245.7,0.7801275,1.8749945080674189,0.09150641883555924,0.101,51.944
7969213,0.985,1.016,5779.5,0.9814749,1.0471285480508996,0.16816021691834987,0.1393,195.158
7969221,1.104,1.321,5981.0,0.9433069,2.032357010936222,0.23020573202629066,0.3765,183.599
7969229,1.164,1.47,6035.3,0.911253,2.5882129151530915,0.2696636466272643,NaN,186.374
7969289,0.862,0.927,5327.5,1.0651855,0.6295061828571975,0.17442576880152835,0.1297,253.834
7969299,1.174,1.325,6186.6,0.8475208,2.338837238659355,0.13737346258522154,0.269,80.346
7969301,1.247,1.5,6261.2,0.8920479,3.1117163371060177,0.30954497577158413,NaN,233.333
7969336,1.285,1.879,6075.0,0.84977627,4.36515832240166,0.25071223546235655,NaN,114.995
7973309,0.715,0.689,4733.9,1.2795067,0.21627185237270202,0.10178442751455301,0.0505,124.383
7973326,0.935,1.102,5597.5,1.063076,1.0864256236170655,0.21129146368128351,0.312,208.956
7973389,1.026,1.235,5823.1,0.9882364,1.5958791472367326,0.19148234393567018,0.2377,145.887
7973419,1.086,1.14,5921.2,0.9169016,1.4454397707459274,0.10535649222229015,NaN,71.422
7973421,0.804,0.781,5076.8,1.1827879,0.3664375746478333,0.11182312079746656,0.119,137.686
7973588,1.194,1.458,6409.5,0.7652664,3.2583670100200877,0.11576115410663212,0.287,48.796
7977859,1.059,1.121,5976.9,0.9403572,1.4487718535447616,0.10300704002374605,0.2315,80.749
7977883,1.096,1.235,6017.0,1.1186047,1.823895702319638,0.29652297016697793,0.441,245.405
7977916,1.247,1.225,6665.8,0.77140236,2.679168324819032,0.07165978085891794,0.1555,33.594
7978029,0.884,0.951,5420.8,1.1231155,0.7079457843841379,0.11999725637599754,0.195,176.538
7978043,1.225,1.315,6350.6,0.922534,2.5527013026612466,0.21903453166951706,0.3183,163.655
7978047,0.954,0.962,5685.6,1.0669689,0.8770008211436348,0.1379182189199542,0.209,151.457
7978064,1.208,1.223,6418.0,0.8996935,2.3120647901755946,0.20510529100885022,0.291,179.829
7978117,1.226,1.233,6477.5,0.85234165,2.4266100950824154,0.16729619361503564,0.226,121.506
7987170,1.15,1.176,6214.8,0.9503975,1.8706821403658007,0.14146548151418162,0.302,143.364
7987200,0.885,0.835,5570.6,1.1188526,0.6095368972401691,0.1189739597845992,0.1798,173.597
7987369,1.012,0.97,5741.6,1.0464888,0.9246981739382225,0.09712119768776041,0.186,132.798
8006751,0.936,1.24,5558.4,0.9675102,1.333521432163324,0.1834548576850151,0.205,227.557
8006835,1.467,2.018,6397.0,0.6973381,6.180164001384159,0.16374489490799612,NaN,61.822
8006872,1.016,1.125,5843.7,0.8797598,1.3396766874259352,0.17169048406183546,0.155,165.648
8006883,0.857,0.92,5304.6,1.0519228,0.6095368972401691,0.09997969527952666,0.116,136.341
8006892,1.027,1.148,5868.5,0.8789444,1.4190575216890922,0.1839017727681086,0.209,177.051
8006898,0.943,0.966,5647.7,0.9764118,0.8629785477669702,0.1777649044140209,0.1673,244.652
8006924,0.701,0.689,4470.2,1.4970036,0.17100153150902875,0.18323743310943483,0.1013,234.814
8010019,1.026,1.134,5871.5,0.8848095,1.383566378971781,0.1558070207367685,0.24,135.001
8010052,0.742,0.711,4945.2,1.1135416,0.2722701308077913,0.12036149481605482,0.037,256.423
8010126,0.831,0.832,5186.1,1.0677805,0.45498806015004856,0.15598101603747594,0.078,300.717
8012108,0.945,1.067,5637.1,0.96971035,1.0447202192208,0.17777457143666472,0.2407,179.975
8017414,0.953,0.969,5676.9,0.9233484,0.8830799004185628,0.10387125112062232,0.102,119.628
8017420,0.976,1.055,5741.4,0.9212332,1.096478196143185,0.17726908726678964,0.203,148.696
8017424,1.065,1.37,5847.2,0.8625765,1.9906733389871867,0.20981829633143417,0.258,130.249
8017453,0.81,0.77,5230.2,1.0280256,0.4027170343254591,0.1122938179247751,0.006,170.624
8017490,1.311,1.59,6270.6,0.71280193,3.548133892335755,0.17425006028960166,NaN,47.337
8017581,1.007,1.349,5713.6,0.8869114,1.7579236139586927,0.2544799831450667,0.245,182.807
8017620,0.969,1.06,5719.0,0.8929262,1.0914403364487566,0.15365375479737542,0.1307,131.099
8017662,0.677,0.645,4798.5,1.2031975,0.19998618696327444,0.0830172426376997,0.0168,125.819
8017669,0.901,0.881,5526.0,0.95228577,0.6576578373554205,0.1736406651128953,0.03,229.9
8017703,0.683,0.699,4918.3,1.1651716,0.25822601906345966,0.0642036740574157,0.063,84.916
8024019,1.035,1.278,5826.1,0.90702534,1.7060823890031236,0.18983237185779026,0.2777,154.471
8024053,0.813,0.792,5108.0,1.1300278,0.3863669770540692,0.09739154848041366,0.0908,164.73
8024078,0.852,0.826,5311.5,1.1112089,0.4931738039549359,0.12479823945195782,0.177,164.288
8024188,0.879,0.829,5547.9,0.99711037,0.5874893525297767,0.11337779693155713,0.0742,203.873
8024191,0.911,0.99,5926.2,0.88390255,1.093956366272094,0.08753336860515441,0.0665,82.601
8024203,1.223,1.519,6170.6,0.82165337,3.0269134281013055,0.24060875789465663,NaN,126.421
8028616,1.174,1.397,6340.9,0.71985245,2.864177969906581,0.12189898379014968,NaN,35.748
8028772,1.002,0.955,6047.4,0.840786,1.1040786199020731,0.11017803436676817,0.018,95.19
8028787,1.192,1.167,6184.3,0.861433,1.807174126010927,0.10707019313020565,NaN,78.108
8037490,0.865,1.058,5282.1,1.1886959,0.7943282347242815,0.21795456356465276,NaN,296.199
8037529,0.869,0.854,5359.5,1.0096922,0.5457578610912709,0.08979149544624662,0.0767,156.148
8037693,1.066,1.083,5998.2,0.8264513,1.3708817661648536,0.10136611499704505,0.0693,72.956
8037742,0.939,1.029,5625.4,0.96116924,0.9616122783836647,0.10730117489126707,0.1825,113.205
8037743,0.921,0.88,5644.7,0.9217148,0.7112135136533291,0.08529792128036587,0.011,98.603
8042281,0.714,0.709,4425.4,1.686223,0.17378008287493754,0.1905746742445817,NaN,202.698
8042380,1.021,1.102,6390.5,0.7373867,1.8365383433483464,0.09983408935532935,0.0325,38.733
8042424,1.095,1.086,6183.3,0.8880253,1.566751070108149,0.1810216219135966,NaN,145.427
8042453,1.085,1.288,5953.5,0.9742069,1.8879913490962936,0.20154662146569008,NaN,146.681
8042464,0.734,0.736,4505.6,1.6222267,0.20183663636815613,0.21592072857571734,0.549,227.851
8042528,0.742,0.715,4897.5,1.239624,0.265460556197554,0.0728847661212409,0.008,102.621
8042588,1.168,1.497,6028.6,0.97030926,2.673006408663311,0.29027263041684015,0.688,189.244
8042610,1.397,1.522,6605.5,0.75988483,4.027170343254591,0.19398231922745915,0.329,75.826
8042616,0.98,1.256,5683.7,1.0072441,1.492794409578996,0.19904818057909546,NaN,167.87
8047706,1.056,1.124,5960.8,0.90315247,1.4125375446227544,0.19738718165188224,0.174,179.527
8047756,1.466,2.204,6330.4,0.89238834,7.06317554262962,0.3552032636738371,0.825,167.808
8047804,1.307,1.414,6529.4,0.7352543,3.2809529311311905,0.1563779065978651,NaN,86.766
8047808,0.866,1.002,5345.6,1.0848112,0.7464487584100665,0.1699986142809044,NaN,198.069
8047919,1.076,1.275,6136.5,0.87978745,2.0941124558508926,0.1788493967108304,NaN,126.072
8051404,1.093,1.082,6174.3,0.9103508,1.5381546403030348,0.1541460786894583,0.1673,160.984
7941752,1.071,1.331,5888.1,0.83658314,1.931968317016924,0.16073517644428315,0.178,108.955
7943432,0.999,1.319,5700.8,0.92388344,1.6634126503701694,0.28083862395678966,0.3517,214.759
7943703,0.888,0.834,5662.5,0.8846588,0.6486344335482384,0.11821063044099123,0.0077,139.091
7943746,0.974,1.002,5743.1,0.88997364,0.9885530946569389,0.1123860868739706,0.104,100.437
7943763,0.844,0.796,5380.7,0.99876595,0.4797334486366891,0.06783854835488758,0.037,108.913
7949458,0.955,1.552,5415.5,1.0162268,1.8793168168032686,0.2998548745748909,NaN,285.209
7949482,0.742,0.735,4658.3,1.3211823,0.23014418174085083,0.1353507751016144,0.189,162.044
7949485,1.141,1.39,6037.8,0.8371639,2.328091257665008,0.20913232269465173,0.286,120.165
7949497,1.023,1.258,5803.3,0.8771486,1.625548755750484,0.24374824615118487,NaN,174.487
7949566,0.688,0.68,4343.9,1.5877562,0.14893610777109154,0.21057109477311897,0.3403,297.442
7949580,1.115,1.5,5896.6,0.8763962,2.4603676041476272,0.19275268839759516,0.537,108.872
7955355,0.852,0.832,5293.3,0.9632368,0.4920395356814509,0.09547090450386143,0.012,130.475
7955412,0.747,0.716,4935.0,1.1160727,0.27605778562203453,0.10236726277179249,0.0043,225.802
7955428,1.021,1.0,5952.0,0.8365898,1.135010815672315,0.11532965846890879,0.0718,89.152
7955429,0.844,0.86,5232.1,1.0903416,0.5035006087879048,0.13219274772800405,0.13,250.932
7955450,0.887,1.203,6026.1,0.8021898,1.7258378919902035,0.13076501355125913,0.105,86.521
7955497,0.783,0.815,4749.4,1.4713478,0.3061963433690677,0.22633976677667883,NaN,213.832
7955580,0.804,0.78,4933.7,1.2175913,0.32658783217233583,0.11076295298691423,0.157,171.795
7955585,1.101,1.181,6074.3,0.79958534,1.717908387157588,0.1552410021765744,NaN,101.547
7960033,1.012,0.978,5967.3,0.86621284,1.096478196143185,0.10045482744661718,0.0705,83.261
7960105,1.2,1.409,6193.0,0.82175255,2.6242185433844414,0.23117475580831418,0.2695,130.936
7960111,0.888,0.84,5551.7,0.9833994,0.6095368972401691,0.10440623702811148,0.0473,135.103
7960160,0.927,1.026,5585.2,1.0008707,0.9268298233793493,0.14005854081083244,0.1967,150.925
7960173,0.939,1.052,5507.8,0.9347944,0.9225714271547631,0.07084020343229643,0.131,65.585
7960178,0.766,0.768,4768.4,1.4295864,0.2754228703338166,0.26534274702118266,NaN,344.204
7960220,0.996,1.023,5820.3,0.97999096,1.0914403364487566,0.20275517695318318,0.269,228.139
7960223,0.959,1.397,5548.0,1.055213,1.6788040181225603,0.24835078449882506,0.397,227.663
7969349,1.326,1.871,6185.7,0.8867426,4.65586093522959,0.2969455749428541,0.734,141.291
7969409,1.002,1.067,5818.4,0.9533453,1.1803206356517297,0.11460189729888152,0.235,111.803
7969455,1.056,1.446,6043.2,0.81166553,2.523480772480575,0.13204694163441416,0.2473,72.616
7969462,1.168,1.63,5947.1,0.8535147,2.9991625189876507,0.21353423153571613,NaN,131.173
7969499,0.933,1.24,5548.3,1.0324774,1.3243415351946646,0.16998877885279623,NaN,154.341
7973723,0.823,0.788,5232.7,1.1503038,0.4216965034285822,0.130312099442048,0.121,178.691
7973757,0.803,0.776,5127.7,1.226923,0.37757219092541605,0.16813294551471472,0.1275,264.378
7973819,1.355,1.511,6671.1,0.7557392,4.083193863326921,0.16778357286392204,0.3213,59.412
7973854,1.163,1.501,6008.0,0.96673965,2.6485001386067006,0.22247065568216554,0.718,137.588
7978132,1.029,1.024,5978.0,1.0365839,1.2189895989248665,0.21126435214085582,0.285,237.146
7978160,0.974,0.942,5860.0,1.0173283,0.9484184633008972,0.16383377303821856,0.1292,204.903
7978290,1.017,1.136,5844.8,0.9995241,1.3583134465871542,0.16416410596572503,0.304,197.438
7978315,0.881,0.84,5484.3,1.0612774,0.5794286964268811,0.10848593972990923,0.144,157.23
7987462,1.053,1.062,6050.3,0.96860504,1.367728825595849,0.03567943826402338,0.1905,43.941
7987666,1.006,1.166,6387.2,0.8458805,2.0511621788255656,0.0878332359498794,0.155,65.093
7987866,0.775,0.795,5444.2,1.1490602,0.5035006087879048,0.07950696298288823,NaN,105.802
8006995,1.073,1.134,6016.3,0.8352318,1.53108746168203,0.1978978184881026,0.1713,212.933
8006999,0.842,0.809,5317.5,1.0418825,0.47424198526024464,0.1346300622386978,0.0193,275.242
8007002,0.937,1.342,5501.1,1.0203295,1.4996848355023735,0.27437699074536376,NaN,272.903
8007018,0.807,0.773,5165.8,1.0799198,0.3854783576657718,0.11662088404186477,0.011,261.588
8007056,0.841,0.815,5267.5,1.046999,0.463446919736288,0.11493006353074844,0.029,190.978
8007062,0.97,1.408,5577.6,0.9475088,1.741806873391614,0.1818518976304636,NaN,166.12
8007137,0.796,0.812,4957.9,1.210824,0.3605786430216424,0.17335374109416396,0.203,277.485
8012235,0.959,1.163,5660.8,0.98011017,1.2589254117941673,0.17825255880786378,0.335,142.47
8012449,0.969,0.991,5730.9,0.8960123,0.9594006315159331,0.10742880059250803,0.1073,100.375
8012517,0.777,0.799,4750.8,1.4459915,0.2944421633798761,0.26201596309157177,0.406,222.76
8012532,0.924,1.45,5388.2,1.0798855,1.6106456351782703,0.29081673903118643,NaN,213.792
8012534,0.873,0.838,5442.9,1.0018177,0.5571857489319298,0.13516846365764337,0.086,181.521
8012555,0.976,0.937,5871.2,0.8439188,0.9440608762859234,0.1357177376381774,0.0165,140.111
8017828,1.07,1.613,6176.3,0.7394743,3.4276778654645037,0.17648854977879974,0.317,53.593
8017842,0.929,0.873,5837.8,0.86305237,0.8016780633876791,0.08885072954533518,0.024,86.459
8017882,0.81,0.796,5069.4,1.1335382,0.3801893963205612,0.08647037856777269,0.0977,101.814
8017911,0.861,0.857,5331.0,1.0131006,0.5382697825162883,0.15390430544744424,0.0693,244.559
8017949,0.99,1.203,5739.5,0.9098654,1.4223287871228198,0.1787737350556928,0.257,130.797
8017961,0.815,0.804,5117.8,1.1133232,0.4017908108489399,0.1544335276432166,0.1145,215.049
8024229,1.059,1.028,6147.4,0.75473595,1.3645831365889245,0.13896714555486833,0.028,117.503
8024260,0.781,0.811,4745.4,1.4707232,0.3019951720402016,0.23370373529908317,0.414,229.438
8024278,0.865,0.817,5467.6,0.9793873,0.5395106225151276,0.10206296616505629,0.063,145.144
8024282,0.979,0.923,5749.7,0.90393734,0.8413951416451951,0.037412551935614845,0.0137,34.851
8024359,1.157,1.578,5939.9,0.8745718,2.8248799749157074,0.20179958183007293,0.575,117.412
8028953,0.914,0.878,5615.3,1.0101299,0.690239803840242,0.13237157524301704,0.1087,173.997
8028961,0.952,0.912,5765.4,0.9356327,0.831763771102671,0.08225990463121291,0.0383,132.818
8028973,0.681,0.655,4674.2,1.3605871,0.18578044550916986,0.16584214635957284,0.0783,228.502
8028983,0.792,0.753,5162.6,1.0434551,0.3639150361272071,0.06807060912725885,0.0085,96.795
8028989,1.09,1.05,6332.9,0.77149963,1.6143585568264862,0.11930127632738949,0.045,83.165
8028994,0.704,0.68,4681.1,1.3499203,0.20090928126087282,0.18413794875475778,0.063,244.892
8028997,0.828,1.052,5525.0,0.9055023,0.9354056741475519,0.060098666315927814,0.117,60.609
8029017,0.945,0.885,6017.5,0.8915291,0.9289663867799364,0.13301998779897717,0.0085,154.735
8029079,0.976,0.924,5566.5,0.95808506,0.7413102413009175,0.05773399019676727,0.109,66.327
8029087,1.002,1.048,5823.1,0.98529625,1.1481536214968828,0.1323229606208129,0.2827,122.704
8037793,1.006,1.041,5846.7,0.94778824,1.1508003889444358,0.17190688577650434,0.2282,192.966
8037828,0.938,0.894,5745.6,0.89300823,0.7906786279998251,0.10842241840028498,0.037,128.396
8037866,1.091,1.368,5915.8,0.93891716,2.07491351745491,0.3061530075294152,NaN,262.905
8037903,0.895,0.971,5466.3,1.0770864,0.7655966069112563,0.19086391200279715,NaN,253.125
8037926,0.97,0.928,5893.7,0.9114828,0.9571940712948445,0.16250365527769906,0.0952,193.91
8037983,0.961,0.93,5824.1,0.9784622,0.9015711376059569,0.1726519625391113,0.158,223.394
8037993,0.984,0.97,5828.8,0.9642315,0.9931160484209338,0.16547636739134244,0.1437,204.377
8042644,1.308,1.716,6270.7,0.90014935,4.130475019901613,0.27756929315476014,NaN,161.03
8042684,1.009,0.976,5984.9,0.95181465,1.109174815262401,0.16255894006461352,0.14,179.077
8042729,1.129,1.515,5921.4,1.0111561,2.5527013026612466,0.26372251083829984,0.8183,240.528
8042738,0.881,0.848,5443.2,1.1157417,0.5727960309858292,0.0954325651478524,0.164,106.466
8042739,0.973,0.928,5950.8,1.0063782,0.9794899854086989,0.1690760334149064,NaN,222.888
8042747,1.335,1.579,6398.1,0.8466587,3.793149849736819,0.16552157678159976,NaN,77.702
8042782,0.978,1.007,5763.4,1.0240221,1.0162486928706955,0.19671979852619945,0.1685,244.57
8042789,0.902,0.891,5511.8,1.1110182,0.6637430704019088,0.17308796217064387,0.225,193.851
8042817,0.89,0.905,5444.4,1.1053104,0.6531305526474723,0.16204307531049214,0.16,223.837
8051520,1.527,1.821,6958.7,0.7369633,7.095777679633888,0.21403790462050878,NaN,115.866
8051863,1.059,1.063,6028.3,0.99918747,1.3458603540559484,0.16332816998083574,0.2325,189.098
7943764,0.691,0.674,4541.8,1.3458986,0.1753880501841761,0.06886360902775582,0.067,101.068
7943829,0.854,0.832,5330.7,1.0692787,0.5069907082747044,0.15132907938528775,0.1343,202.469
7943835,0.904,0.863,5578.1,0.98082733,0.6516283940608427,0.09801371892688791,0.085,102.226
7943846,0.749,0.723,4865.8,1.2369518,0.2648500138606701,0.11187051345153444,0.0943,157.615
7943852,0.912,1.024,5532.4,1.0118532,0.8933054837332952,0.13111701238441306,0.1962,125.468
7943857,0.862,0.834,5357.7,1.0548277,0.5188000389289611,0.11089030759311325,0.1412,145.409
7943920,0.967,0.966,5736.5,0.9367142,0.9141132414702502,0.12431005822361765,0.1525,146.568
7949690,0.783,0.804,4833.1,1.3416023,0.31915378551007617,0.199117595429677,NaN,217.111
7949763,0.888,1.32,5331.4,0.9045782,1.2793813041575246,0.17170150146884702,0.2737,122.924
7949951,0.85,0.908,5269.8,1.0448952,0.5767664633922508,0.13187281151142724,0.127,166.856
7955606,0.916,0.873,5653.3,0.91777325,0.7046930689671469,0.10944060865889524,0.0153,163.309
7955708,1.077,1.205,5985.1,0.86457634,1.6904409316432643,0.1669080700120323,0.198,126.827
7955726,1.142,1.703,5874.3,0.894186,3.1332857243155856,0.22179751758293137,NaN,124.712
7955773,0.921,1.054,5562.7,0.9989834,0.9660508789898133,0.127742892379545,0.2013,131.545
7955788,1.019,1.271,5786.8,0.95006275,1.6405897731995394,0.18535513447741372,0.2958,150.569
7960261,1.095,1.259,6007.4,0.89735794,1.8706821403658007,0.1371051299614833,0.285,97.92
7960335,1.043,1.321,5821.8,0.9867935,1.8197008586099834,0.24017865060277085,0.394,198.828
7960377,0.975,0.982,5758.0,0.87427807,0.9594006315159331,0.09796727873146613,0.072,87.595
7960436,1.067,1.306,5891.2,0.96802235,1.86637969083467,0.22155096939149393,0.2607,175.445
7969549,0.878,1.089,5381.5,1.1308784,0.9078205301781858,0.19614667474055958,0.3805,191.633
7969582,1.257,1.44,6341.8,0.8659096,3.0338911841942706,0.28365912387821723,NaN,169.079
7973944,1.23,1.705,6045.6,0.983902,3.523708710424872,0.3025564064880076,NaN,168.331
7974037,1.088,1.363,5910.0,0.94419575,2.0511621788255656,0.14990897989943705,0.3502,96.0
7974071,1.182,1.365,6249.2,0.8626394,2.5703957827688635,0.11138904921951402,0.2772,58.621
7974106,1.067,1.043,6135.6,0.85999393,1.3931568029453032,0.14794431866007546,0.09,123.634
7978404,1.176,1.542,6008.6,0.89962196,2.8248799749157074,0.18343355331258163,NaN,107.084
7978458,1.092,1.123,6083.8,0.9145756,1.5776112696993487,0.15903745972450573,0.26,129.876
7978505,1.137,1.391,6023.3,0.9659052,2.3120647901755946,0.19163919314780298,0.3478,134.173
7978558,1.37,1.522,6727.9,0.7959204,4.3151907682776525,0.1779928775329194,NaN,108.789
7978562,1.156,1.306,6147.1,0.8506613,2.2130947096056377,0.13417220582723324,0.19,75.839
