kepid,mass,radius,teff,bp_rp,lum_val,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
10000797,0.854,1.397,5875.8,0.79298496,2.1086281499332893,0.13391170685812054,0.206,68.34
10000800,0.871,0.872,5362.8,0.98207283,0.5701642722807475,0.1278106559099918,0.078,200.749
10000827,0.921,0.962,5390.0,0.9772148,0.7079457843841379,0.1097437566511233,0.1235,104.819
10000876,0.822,0.847,5118.3,1.1104078,0.44668359215096315,0.08047898435056913,0.13,88.832
10000939,0.624,0.607,4258.9,1.544404,0.11066237839776664,0.17935663121769643,0.138,275.164
10000941,0.813,0.765,4871.8,1.165803,0.29785164294291894,0.05430496528122409,0.109,81.692
10000962,0.836,0.795,5299.5,1.0159454,0.45081670454146017,0.07715238086475155,0.004,91.893
10000976,0.897,0.909,5463.1,0.98975754,0.6652731562017413,0.09341915074417198,0.109,118.563
10001000,0.778,0.765,4906.6,1.2165956,0.30690219883911574,0.11470158593600382,0.1363,183.011
10001045,1.272,1.734,6206.5,0.7358217,4.045758916974426,0.2309680511879896,NaN,59.195
10001085,1.01,1.475,5643.4,0.92138195,2.009092812608728,0.3244317762504449,0.577,226.828
10001116,0.873,0.828,5301.6,1.0066433,0.4920395356814509,0.06186326949399441,0.033,101.233
10001129,0.784,0.784,4903.0,1.1986103,0.3213660538640317,0.144448788167919,0.137,224.627
10001142,0.796,0.783,5013.8,1.1276274,0.34994516702835726,0.14489934634138948,0.0805,243.334
10000069,0.905,1.003,5507.1,0.9565468,0.8413951416451951,0.16218082437213469,0.1103,162.647
10000083,1.246,1.897,6005.1,0.9082222,4.2364296604954115,0.3267572047425002,NaN,142.471
10000255,1.238,1.5,6100.1,0.7924719,2.8510182675039095,0.11172523621145361,0.309,55.149
10000285,0.959,1.045,5688.6,0.8983221,1.0375284158180127,0.16157268687076987,0.1243,149.232
10000344,1.029,1.289,5802.4,0.87225246,1.7060823890031236,0.24007190181269525,0.193,176.429
10000441,1.129,1.411,5983.8,0.78431416,2.3173946499684783,0.09745837124891533,NaN,44.458
10000500,0.625,0.607,4270.4,1.51192,0.11194378834671516,0.1253178525016325,0.143,133.315
10000551,1.004,1.057,5827.2,0.9076681,1.169499391019871,0.18318079158479883,0.164,158.658
10000612,0.95,1.131,5638.2,0.92015934,1.1748975549395295,0.20963613706918474,NaN,189.928
10000620,1.005,1.338,5721.8,0.8567171,1.7378008287493754,0.0819094839198547,0.198,46.608
10000661,0.7,0.68,4595.8,1.2928543,0.18706821403658005,0.08121825226728162,0.063,99.451
10000724,0.944,0.94,5650.7,0.8696747,0.8165823713585925,0.07322146784306718,0.0213,73.684
10121766,0.795,0.761,5040.7,1.0716562,0.3380648362059816,0.0412737848864983,0.015,71.668
10121816,0.835,0.834,5188.3,1.0310822,0.457088189614875,0.07064031558229918,0.041,90.893
10121916,0.983,0.958,5828.5,0.8593159,0.9571940712948445,0.0890701547467391,0.0515,75.676
10122038,0.878,1.166,5331.7,1.0713882,1.0023052380778996,0.22687545896741876,NaN,259.145
10122122,0.875,0.898,5376.6,1.004324,0.6095368972401691,0.08881375122592734,0.0735,104.782
10129538,0.972,1.291,5672.6,0.8671341,1.563147642640954,0.18763492576340574,0.2185,125.73
10129675,0.796,0.841,4809.7,1.3137159,0.34276778654645035,0.10576525072004075,0.3153,103.818
10129779,0.877,1.229,5801.0,0.8107548,1.5488166189124815,0.14290267189718514,0.154,92.797
10129793,0.976,1.46,5559.0,0.9197378,1.8492686189780783,0.24949011442550847,0.4063,163.349
10004794,0.854,1.0,5135.8,1.1940098,0.6309573444801932,0.19633239352748513,0.368,228.319
10004804,0.841,1.002,5244.6,1.1361628,0.688652296344276,0.19270393127450738,NaN,248.128
10004864,0.999,1.048,6092.0,0.7286444,1.3740419750125152,0.13339258465599071,0.0377,52.484
10004928,1.036,1.271,5833.2,0.86515236,1.6943378004473284,0.174098222076672,0.1837,110.954
10004945,1.129,1.402,6264.5,0.72473717,2.7542287033381663,0.17863371504716677,0.0893,54.126
10004962,1.142,1.499,5962.5,0.85410786,2.564484036517717,0.27854658110285846,0.4165,155.331
10010958,0.857,0.867,5301.7,1.1125021,0.5395106225151276,0.1616961614732071,0.162,260.341
10010975,1.127,1.379,6005.5,0.85200596,2.2387211385683394,0.22654167128887842,0.2467,184.376
10010990,1.022,1.164,5842.6,0.95977306,1.4321878992735435,0.2284522339821893,0.344,251.919
10010992,0.75,0.712,5079.6,1.1169605,0.3054921113215513,0.12120162185054796,0.0367,402.392
10010994,1.273,1.585,6140.3,0.76570797,3.2284941217126355,0.16612892618891903,0.252,78.864
10011038,0.695,0.684,4438.3,1.4785995,0.16405897731995392,0.1771369324269655,NaN,202.89
10011070,0.839,0.797,5306.5,1.0109549,0.4518559443749224,0.09315434315167168,0.0423,170.63
10011078,1.008,0.983,5723.0,0.905015,0.9375620069258802,0.12505910716952792,0.1015,143.102
10011090,0.99,1.46,5921.6,0.8612213,2.3768402866248763,0.2565449570508932,0.4663,177.028
10018391,1.166,1.258,5893.8,0.9069805,1.721868574986007,0.15656178240205476,0.2137,106.881
10018467,0.735,0.732,4560.4,1.4358234,0.20941124558508925,0.22205320311217436,0.203,231.714
10018573,0.711,0.692,4612.0,1.3705864,0.1963360276836047,0.14685431289303985,0.0643,178.128
10018602,1.101,1.088,5841.8,0.9011297,1.247383514242943,0.1198171966331043,0.171,97.258
10018619,0.878,0.874,5388.1,1.0269918,0.5821032177708715,0.08785493829329837,0.086,121.125
10018676,0.986,0.989,5805.5,0.88239384,1.0069316688518042,0.16184241620050135,0.0703,154.611
10018699,1.019,1.003,5952.6,0.84011936,1.1455129414455356,0.18618277700921007,0.0593,166.365
10024297,0.81,0.759,5381.3,1.0467176,0.4385306977749857,0.11355160424139392,0.0487,204.302
10024304,1.029,1.295,5800.8,0.9624119,1.721868574986007,0.20688726375595987,0.306,164.282
10024420,1.022,1.41,5723.6,0.89460754,1.931968317016924,0.20572133852538718,0.245,151.951
10024461,0.837,0.862,5201.5,1.1129799,0.49431068698683545,0.1696198926846072,0.144,228.91
10028140,0.815,0.775,5240.1,1.1195574,0.40926065973001086,0.1236042492920869,0.015,185.112
10028164,1.024,1.073,5892.4,0.9467859,1.2589254117941673,0.19685271852066596,NaN,203.741
10028266,1.118,1.252,6113.4,0.8836489,1.9906733389871867,0.29987412955705367,0.3685,289.013
10028273,1.14,1.289,6119.1,0.88315964,2.1086281499332893,0.15793124788434762,0.3163,110.795
10028292,0.876,1.092,5367.9,0.96765137,0.9015711376059569,0.12085931450584982,0.235,121.607
10028407,1.166,1.491,6027.1,0.90009785,2.63633138582538,0.28162766851389115,NaN,187.199
10033272,0.776,0.748,5009.1,1.3138084,0.3184197521726125,0.20002179255808233,0.244,405.967
10033388,1.012,1.092,5566.7,0.93084335,1.0375284158180127,0.03789717497555135,0.1503,40.085
10033400,1.069,1.058,6096.5,1.0166883,1.406047524129914,0.15858619999186185,0.2205,207.607
10033438,0.811,0.781,5276.9,1.169405,0.4285485203974395,0.10349617368067834,0.107,171.773
10033462,0.799,0.781,5038.9,1.3516722,0.358096437102636,0.2244891520134416,0.3463,355.835
10033471,0.657,0.647,4318.6,1.6930714,0.13121998990192033,0.13466062717571547,0.303,309.307
10033622,0.768,0.78,4751.0,1.3690815,0.2805433637951713,0.12450839098452245,0.3025,157.46
10057278,0.854,0.861,5280.4,1.0967464,0.5223961889991198,0.11329550151526549,NaN,136.6
10057341,0.942,0.948,5736.4,0.85524464,0.881048873008014,0.07526735088282252,0.0367,61.297
10057344,0.991,1.419,5633.5,0.87946796,1.840772001468956,0.1997932992574298,0.2775,141.996
10057410,1.096,1.86,5621.1,0.86532116,3.126079367123955,0.275471986740644,NaN,131.89
10057428,0.877,1.057,5391.5,0.8869839,0.8570378452303696,0.10364040592244474,0.0905,92.423
10064574,0.707,0.692,4545.1,1.4024391,0.18450154191794738,0.1714745840856344,0.082,191.181
10064591,0.981,0.96,5835.1,0.81636906,0.9660508789898133,0.06416344826465921,0.0213,83.381
10064613,0.691,0.658,4882.2,1.1601706,0.2223309890651403,0.10486806811566673,0.0085,171.036
10064620,0.876,0.865,5385.6,1.0190039,0.5701642722807475,0.07529587718095579,0.086,101.683
10064704,0.666,0.663,4610.7,1.3809929,0.17947336268325265,0.11615240709767433,0.0743,127.147
10064754,0.88,1.163,5358.9,1.0202475,1.0139113857366795,0.10977044611479411,0.2845,113.063
10068659,0.959,0.923,5708.4,0.8859787,0.8203515443298183,0.12647498681884434,0.0135,123.551
10068745,0.78,0.737,4886.0,1.1955891,0.2798981319634362,0.06105584046366322,0.006,90.196
10074909,0.831,0.888,5166.6,1.124486,0.5093308710571954,0.11870959331439448,0.1745,139.806
10074987,0.873,1.105,5335.2,1.0612144,0.9015711376059569,0.22668402442586577,0.322,302.18
10075009,0.99,1.023,5796.2,0.96503925,1.069054879222658,0.15150148304608504,0.235,178.698
10075024,0.95,0.979,5671.4,0.93632126,0.9015711376059569,0.19482783992316133,0.1398,274.546
10082344,0.919,0.903,5585.6,0.97465515,0.7194489780036994,0.14836745283259983,0.071,227.177
10082384,1.005,0.96,5931.0,0.8077669,1.035142166679344,0.07785943482828418,0.0495,89.766
10082441,0.958,1.218,5630.4,0.9208584,1.355189412351036,0.25677147706844033,NaN,227.145
10082517,0.927,1.12,5565.9,0.95281506,1.093956366272094,0.2206077983398863,0.2,221.745
10082519,0.647,0.63,4348.5,1.4505892,0.1288249551693134,0.1528709620027456,0.0695,164.747
10082542,0.848,0.98,5120.3,1.2505732,0.5984115950603197,0.16997854560293585,0.4147,176.788
10082545,1.045,1.152,5920.7,0.8378229,1.4791083881682074,0.1680457298041101,0.1503,119.135
10082549,0.831,0.81,5194.9,1.0618753,0.43251383103500873,0.07217556080055271,0.0655,99.476
10088176,1.063,1.055,6083.9,0.8673992,1.3899526312133532,0.21556823512942233,0.1472,192.653
10088190,1.029,0.992,5789.8,0.92173386,1.0,0.10964544758165093,0.1765,117.764
10088225,0.715,0.692,4720.3,1.356946,0.21478304741305337,0.20578765020799517,0.119,245.689
10088297,0.933,1.012,5605.3,0.9688263,0.9162204901219998,0.16110033620411165,0.165,225.83
10088444,0.769,0.793,5303.1,1.0762196,0.45081670454146017,0.08223900243796786,0.015,112.218
10091784,1.117,1.226,5758.6,1.0017366,1.4996848355023735,0.19680856410828457,0.4123,165.882
10091809,1.15,1.123,6402.5,0.7334738,1.9186687406702894,0.1197171459005511,0.0333,112.198
10091818,1.045,1.122,6257.1,0.79915714,1.7458221529205038,0.15731112338336134,0.1047,108.857
10091837,1.203,1.51,6113.3,0.8976393,2.8973435877013234,0.3253966909603768,0.6873,242.057
10091848,1.184,1.514,6018.6,0.9183006,2.7164392688390824,0.23982845107778974,NaN,149.501
10097236,1.249,1.317,6422.9,1.0469894,2.679168324819032,0.2382787613794027,0.4837,251.642
10097384,0.954,0.902,5623.0,1.1219931,0.7362070974947361,0.1452031355980736,0.229,303.688
10097397,1.213,1.389,6393.7,0.68368816,2.9241523778433356,0.0724697800567357,0.0987,58.898
10097467,0.871,0.848,5187.1,1.3287821,0.47315125896148047,0.2383992937180799,0.3125,347.056
10122159,0.754,0.733,4833.3,1.2438564,0.2648500138606701,0.13415907893152876,0.079,207.702
10122173,0.877,0.861,5398.8,0.9903431,0.5701642722807475,0.126198486318708,0.0763,173.496
10122175,0.997,0.995,5849.5,0.87669086,1.0495424286523223,0.16865849881533987,0.0853,172.792
10122235,0.818,0.79,5166.3,1.0545206,0.40364539296760493,0.10477739129942697,0.0045,179.607
10122239,0.877,0.883,5784.6,0.83358574,0.7906786279998251,0.06689323815308269,0.018,63.895
10122255,1.065,1.118,5999.2,0.8708849,1.4655478409559115,0.13962043969389962,0.1703,107.792
10122336,1.17,1.395,5979.4,0.8510523,2.254239212152429,0.14468740126152851,0.294,103.802
10122387,0.894,1.189,5422.9,1.0423527,1.11429453359173,0.22567904363918925,0.306,288.675
10129857,1.08,1.331,5607.3,0.9212742,1.5848931924611136,0.10519747560931207,0.279,75.417
10130039,1.037,0.999,5990.7,0.79778194,1.1641260294104914,0.056036434750381,0.053,49.884
10130057,0.806,0.775,5138.3,1.0446205,0.3801893963205612,0.1161543312017373,0.008,178.97
10130071,1.036,1.705,5560.3,0.94353104,2.523480772480575,0.2854716857892005,NaN,160.88
10005048,0.746,0.731,4738.5,1.2996473,0.2443430552693972,0.15581616264056974,0.103,195.751
10005056,0.996,1.029,5814.3,0.8563061,1.099005839432521,0.15519735117245098,0.077,139.313
10005119,0.994,1.228,5736.8,0.8934107,1.4825180851459536,0.20735838260465178,0.2545,160.234
10005217,0.974,1.03,5739.7,0.85787773,1.0447202192208,0.16796304113414973,0.1005,141.714
10011125,1.067,1.348,5865.8,0.8605852,1.9498445997580451,0.25825444373589607,0.2422,202.609
10011138,0.617,0.622,4153.5,1.6964426,0.10303861204416162,0.14245717930010401,0.0947,227.874
10011213,0.99,1.006,5813.6,0.8630867,1.0495424286523223,0.18720904670795602,0.0467,208.833
10011306,1.029,1.154,5869.0,0.90988255,1.4354894333536559,0.22779653182353105,0.2412,215.872
10011398,1.05,1.009,6301.2,0.7483597,1.4521116175877422,0.11515791547948798,0.0372,67.809
10011524,1.071,1.11,6190.3,0.8406601,1.6443717232149315,0.2531474109391455,0.186,241.382
10014201,0.815,0.802,5114.4,1.0861912,0.3981071705534972,0.14431405309986822,0.022,272.895
10018791,1.088,1.772,5661.5,0.90161896,2.937649651961531,0.3536273481366999,0.662,198.425
10018805,0.903,1.006,5498.6,1.0279188,0.8413951416451951,0.18086506555094503,0.1795,191.71
10018820,0.822,0.777,5355.3,1.0315275,0.4487453899331322,0.1353721491371525,0.0735,460.637
10018842,0.877,0.861,5607.3,0.87617016,0.6637430704019088,0.03463949624022869,0.016,36.381
10024591,0.888,0.876,5444.7,1.0133343,0.610942024905572,0.13089520356789672,0.086,170.12
10024620,0.894,0.874,5469.1,0.99460125,0.6180164001384159,0.09586288434820779,0.0827,110.947
10024686,1.081,1.69,5888.9,0.87606144,3.118889584093937,0.22278679511923397,NaN,118.452
10028414,1.025,0.993,5845.5,0.9021034,1.0423174293933042,0.1730762272587824,0.163,205.31
10028447,1.049,1.064,5982.3,0.86134434,1.3152248321922384,0.1581616719098865,0.1243,137.429
10028450,1.088,1.15,6059.3,0.85246754,1.62181009735893,0.21957684327980892,NaN,208.678
10028454,0.963,1.423,5541.6,1.0232944,1.7298163592151015,0.2964066509469596,0.483,251.172
10028489,0.912,0.936,5531.7,1.0637989,0.744731973905989,0.17703098225287903,0.2383,227.288
10028535,0.819,0.841,5098.3,1.1634979,0.43251383103500873,0.1357502917767715,0.198,176.499
10028547,1.193,1.887,5898.4,0.93042374,3.899419866765434,0.30377042725347736,0.6473,160.318
10028569,1.13,1.148,6206.1,0.8542719,1.770108958317421,0.1730037522035886,0.119,121.887
10033833,0.665,0.661,4434.5,1.7017345,0.15240527537972914,0.19064824794219204,0.469,383.309
10034043,1.146,1.275,6143.2,0.976243,2.0941124558508926,0.1566708346424249,NaN,151.37
10034197,0.712,0.684,4772.3,1.3994217,0.2202926463053456,0.14787185324825372,0.088,226.344
10057460,1.23,1.745,6021.5,0.84312916,3.630780547701014,0.30545097294430384,NaN,147.347
10057516,1.128,1.701,5842.3,0.81135845,3.054921113215513,0.23540688126114484,NaN,110.496
10057597,1.044,1.411,5820.6,0.8820095,2.0701413487910423,0.11662796704779024,0.3305,72.559
10057620,0.801,0.913,5617.1,0.86691284,0.7516228940182055,0.02651470593837969,0.033,31.561
10057622,1.009,1.084,5837.4,0.89664745,1.2387965865303692,0.21804707758258557,0.1868,212.358
10057634,1.071,1.184,5984.6,0.8643179,1.6292960326397223,0.12011118172800968,0.181,79.81
10064860,0.804,0.773,4938.5,1.1931868,0.32210687912834346,0.11746891320644598,0.137,161.553
10064876,0.928,1.13,5569.8,0.94445515,1.11429453359173,0.15414163248104243,0.219,134.038
10064965,0.761,0.727,5018.2,1.1425629,0.3040885025676279,0.12248862826101577,0.0097,203.944
10065001,1.131,1.192,5794.7,0.9189367,1.4588142602753484,0.22941196664935812,0.263,177.018
10065053,0.977,1.317,5775.1,0.8488865,1.7498466886246569,0.26936170671271403,0.194,192.219
10065092,0.574,0.58,4024.8,1.8196735,0.07943282347242814,0.1332399968331167,0.006,290.666
10068842,1.043,1.549,5701.8,0.9285593,2.3014418174085085,0.21507502674234594,0.5727,123.24
10068867,1.028,1.619,5607.7,0.9621067,2.3550492838960095,0.23935820997425553,NaN,132.657
10068884,1.165,1.504,6008.9,0.8507929,2.654605561975539,0.19734375152685524,0.5003,108.945
10068906,0.612,0.62,4127.7,1.779089,0.0995405417351527,0.11640787903252474,0.15,168.736
10068919,1.208,1.519,6129.6,0.78797245,2.944421633798761,0.13294762415656486,NaN,127.162
10068939,1.173,1.195,6326.6,0.7462425,2.0701413487910423,0.15007499866079957,0.1055,138.144
10068996,0.802,0.766,5045.8,1.1204948,0.34514373933585624,0.07471611367492095,0.072,110.277
10075155,0.941,1.159,5602.9,0.9717846,1.1994993031493788,0.21303082339340307,0.202,219.634
10075157,1.06,1.422,6002.4,0.84541416,2.38231946935869,0.2002391405210669,0.164,126.408
10075215,1.089,1.045,6017.6,0.797946,1.2941958414499861,0.0971431471133712,0.032,94.656
10075223,0.877,0.824,5634.2,0.9718275,0.6194410750767815,0.15324074327249101,0.0753,231.166
10075292,0.907,0.879,5554.1,0.9470558,0.6668067692136221,0.12622983005863664,0.016,165.675
10075388,0.835,0.828,5211.2,1.0475807,0.45814188671453343,0.14544838991023215,0.0257,266.057
10075468,1.077,1.903,5490.1,0.95777035,2.992264636608189,0.3327845128174824,NaN,224.13
10075527,0.863,0.838,5373.4,1.062499,0.5296634438916578,0.15969236653701516,0.1227,251.102
10082556,1.17,1.165,6273.8,0.74712753,1.9010782799233001,0.15309162028784878,NaN,117.522
10082567,0.846,0.918,5247.3,1.0759668,0.5794286964268811,0.1448786227946682,0.166,437.678
10082573,0.831,0.792,5312.0,1.0690222,0.45081670454146017,0.14359365865760074,0.061,240.028
10082591,1.089,1.24,5999.8,0.8075552,1.8113400926196026,0.18710996615533398,0.116,118.296
10088524,0.774,0.74,5030.0,1.1153221,0.31622776601683794,0.08122172358634036,0.0717,134.401
10088528,0.96,1.365,5566.9,0.9194622,1.625548755750484,0.27342749832764174,0.2357,230.593
10088590,0.887,1.079,5430.8,1.0320587,0.9204495717531713,0.17638976278811172,0.3085,180.421
10088610,0.825,0.802,5193.2,1.1073971,0.4246195639463129,0.1390789758353671,0.0997,275.05
10088619,1.208,1.276,6080.4,0.83825016,2.009092812608728,0.2035819900571623,0.2507,123.206
10088621,1.342,1.547,6314.1,0.7572489,3.451437393358563,0.13979730237255575,0.3097,57.851
10088639,1.043,1.07,5819.3,0.9286804,1.1885022274370185,0.0943481029080558,0.178,74.142
10091851,1.199,1.423,6176.0,0.8018913,2.6424087573219466,0.1594091454169536,0.357,195.152
10092157,0.911,1.092,5523.7,1.038599,1.0069316688518042,0.14010413157342172,0.2837,134.952
10092216,1.325,1.792,6471.3,0.77897644,5.116818355403077,0.2737538341442339,NaN,120.23
10092276,1.189,1.468,6078.4,0.92059326,2.654605561975539,0.2064259026246153,0.5433,130.742
10092281,1.075,1.672,5979.8,0.9513807,3.2433961734934926,0.28310005480956085,NaN,166.167
10097553,0.737,0.709,4862.1,1.393547,0.25409727055493053,0.19565012511694682,0.222,283.499
10097622,0.94,0.931,5652.3,1.1360312,0.8016780633876791,0.16038648614135806,0.2542,305.919
10097661,0.868,0.879,5343.2,1.2075624,0.5701642722807475,0.09456950134167627,0.256,109.498
10097755,0.75,0.742,4719.0,1.2686567,0.24660393372343392,0.04659562325596364,0.0715,138.729
10097763,0.953,0.992,5678.2,0.8843813,0.9246981739382225,0.027474157836438175,0.072,35.509
10098068,1.027,1.008,5998.4,1.0877485,1.1939881044642733,0.20167823922254846,0.3518,319.134
10122520,0.792,0.778,4984.3,1.2002382,0.33884415613920255,0.1270852135250883,0.137,172.183
10122684,0.909,0.926,5671.9,0.92491436,0.8016780633876791,0.0798475551629795,0.0305,82.11
10122722,0.704,0.687,4558.2,1.4085989,0.18450154191794738,0.19665379452744353,0.073,232.741
10122735,1.243,1.638,6409.3,0.71249866,4.1020410298660686,0.20633300846461586,NaN,51.615
10122743,1.229,2.112,6221.9,0.7334652,6.08135001278718,0.1765611654061396,NaN,44.869
10122768,1.185,1.242,6295.0,0.7776003,2.197859872784825,0.1949145702485614,0.1688,113.078
10001198,1.11,1.81,5715.0,0.87719154,3.169567463043491,0.21541208697413064,NaN,98.723
10001224,0.924,1.013,5574.5,0.9011955,0.8974287945007484,0.11136246961132515,0.078,112.585
10001312,0.808,0.791,5068.7,1.1167831,0.37411058827205335,0.10570960334935334,0.054,170.626
10001313,0.755,0.796,4844.8,1.4177475,0.3147748314101316,0.21702734128651885,0.3687,213.518
10001322,0.917,0.902,5559.0,0.90120316,0.7046930689671469,0.1065636141723755,0.059,110.218
10001368,1.045,1.139,5915.1,0.8057232,1.4354894333536559,0.11417206241825258,0.1013,73.626
10005274,1.197,1.59,6023.9,0.77386475,3.0060763026282307,0.16989502064493472,NaN,69.259
10005278,0.909,0.863,5663.0,0.8586407,0.6934258060165691,0.12549322386579675,0.057,137.481
10005353,1.0,1.045,5824.6,0.8519039,1.1428783347897717,0.19773372826489266,0.0763,176.596
10005367,1.084,1.192,6018.1,0.78643036,1.686553025388741,0.10302097017766078,0.0743,58.416
10005397,1.066,1.229,5973.5,0.8149853,1.7458221529205038,0.13030866200953073,0.1822,80.02
10014558,0.828,0.787,5156.1,1.0232649,0.3953666200681279,0.050749413604039735,0.076,95.738
10014574,1.132,1.098,5804.5,0.9235287,1.2387965865303692,0.08748117656556362,0.1763,67.539
10014578,1.209,1.388,6012.6,0.86875534,2.2750974307720706,0.13005521195526332,0.3472,79.409
10014628,1.204,1.696,6081.6,0.84126663,3.5645113342624426,0.3070836945864458,0.7663,154.974
10018857,0.998,1.263,5735.4,0.9111204,1.566751070108149,0.16806279433833315,0.26,120.379
10018904,1.023,1.302,5776.0,0.9166689,1.7100153150902877,0.28322491109395515,NaN,228.325
10018920,0.989,1.384,5947.4,0.8347883,2.1727011788637447,0.18906887208851336,0.2763,114.183
10018953,0.962,1.005,5703.7,0.9608755,0.9682778562612492,0.15966235168461726,0.228,151.643
10018962,0.826,0.881,5130.4,1.1890602,0.48752849010338634,0.13374438395078697,NaN,146.196
10018969,0.961,1.005,5703.3,0.9068413,0.9705099672454897,0.15530192574991136,0.1083,207.037
10024715,1.007,1.173,5797.1,0.8927784,1.4092887984218747,0.23041125235645782,0.2005,216.804
10024777,0.954,0.956,5708.0,0.9954891,0.8830799004185628,0.20222308999761104,0.182,245.515
10024811,0.732,0.709,4758.9,1.2062855,0.23388372386593548,0.09417197852391108,0.0737,135.444
10024825,0.933,1.229,5554.7,0.9911251,1.3061708881318415,0.19259988649736123,0.276,176.629
10024834,0.928,1.005,5587.2,1.0003824,0.8953647655495938,0.19622983045144454,0.1685,231.195
10024862,1.092,1.103,6140.8,0.83538914,1.5739828644662195,0.27446943454886746,0.1693,233.167
10024885,1.109,1.348,5910.2,0.9163904,2.009092812608728,0.15546010351251313,0.335,98.317
10028599,0.744,0.725,4761.4,1.33745,0.24490632418447456,0.1476504497756172,NaN,196.72
10028665,0.873,0.826,5491.6,1.0147934,0.5597576014951101,0.10815561097302259,0.045,182.122
10028795,0.81,0.769,5236.3,1.1241951,0.4017908108489399,0.11164398012768287,0.0385,152.471
10028836,1.204,1.295,6306.0,0.8803129,2.409905428686595,0.27976158142640056,0.349,224.2
10028888,1.036,1.027,5594.0,1.0246229,0.9311078754678304,0.07763391539163426,0.1733,89.305
10028915,0.897,0.866,5543.4,0.95146656,0.6397348354826481,0.08309308712331684,0.033,157.106
10034405,1.125,1.189,6143.1,0.99814415,1.8281002161427427,0.1753719784629608,NaN,214.046
10057651,0.817,0.763,5419.4,1.0101995,0.45394161665020316,0.10863915706564352,0.011,164.133
10057661,0.844,1.141,5842.6,0.78772926,1.3740419750125152,0.03195931134093691,0.0445,23.497
10057795,0.859,0.827,5357.1,1.0332136,0.5093308710571954,0.1068302125294387,0.0693,156.605
10057846,0.887,1.128,5572.2,0.95552444,1.11429453359173,0.0835845219847003,0.248,85.917
10057893,0.941,0.997,5629.2,0.9423065,0.9036494737223014,0.09506829073327781,0.092,92.041
10065158,0.666,0.65,4384.6,1.4506464,0.14157937799570816,0.16914837867204066,0.1537,183.721
10065171,0.871,0.894,5377.8,0.9736748,0.6067363295885054,0.10471320237710319,0.0438,114.182
10065198,0.893,0.854,5271.5,1.0070362,0.5105049999754063,0.049761351704037414,0.0923,68.551
10065299,0.846,0.966,5232.8,1.0463343,0.6353309318517437,0.11499836927124094,0.1647,122.118
10069078,0.897,0.83,5307.5,1.0183773,0.4965923214503361,0.05905320507528538,0.017,79.357
10069234,0.852,0.793,5605.4,0.9169016,0.5584701947368308,0.12967030460156248,0.056,186.604
10069309,1.055,1.356,5831.7,0.9119005,1.927524913190936,0.2557569647045707,0.408,165.135
10069342,0.921,1.057,5562.9,0.95543003,0.974989637717387,0.1447226070449578,0.1867,164.254
10078400,0.876,0.837,5453.9,0.90641594,0.5610479760324705,0.11089932627325504,0.0067,131.115
10078861,0.77,0.748,4946.0,1.1243458,0.30269134281013055,0.061974194489041366,0.0945,91.471
10078869,0.91,0.989,5589.4,1.0033312,0.8669618757582166,0.18102456060944608,0.224,201.447
10078984,0.987,1.406,5814.1,0.84573555,2.0137242498623884,0.11004550195473477,0.2247,74.445
10078985,0.881,0.869,5258.8,1.0104771,0.5236004365857502,0.086780223744221,0.086,98.434
10078987,1.193,1.576,6037.0,0.8774862,2.9853826189179595,0.29960605073373886,NaN,164.862
10079002,0.901,0.856,5132.9,1.0676651,0.460256573581356,0.06125467650168057,0.1102,75.303
10079005,1.127,1.843,5734.7,0.9377527,3.3342641276323497,0.2736026716583424,NaN,141.696
10082667,0.964,0.969,5744.6,0.8969555,0.9268298233793493,0.07858944630182031,0.0927,62.783
10082691,0.883,0.939,5417.8,1.025917,0.6918309709189365,0.15626302854820526,0.1428,186.808
10082730,0.97,1.199,5675.5,0.89635944,1.355189412351036,0.25105875601886013,0.252,228.226
10082769,0.944,1.011,5640.2,0.92698765,0.9397233105646379,0.18011890715907447,0.1137,191.516
10082785,1.116,1.112,6207.4,0.7574625,1.6595869074375607,0.19298008927938373,0.0267,104.923
10088775,1.041,1.013,6068.8,0.84115505,1.2589254117941673,0.15561900159745023,0.0967,147.476
10088843,1.019,0.981,5766.9,0.9120321,0.9638290236239705,0.13090716937019198,0.0845,150.194
10088877,0.941,1.033,5729.4,0.8099003,1.0423174293933042,0.05297555600160473,0.0407,41.552
10092335,1.228,1.648,6034.5,0.88619614,3.2583670100200877,0.19221063176231523,NaN,107.014
10092349,1.314,1.769,6329.6,0.76899624,4.549880601500486,0.18904176004642442,NaN,72.492
10092453,1.047,1.347,5817.0,0.9942808,1.8879913490962936,0.21325894807989193,0.329,176.592
10092508,0.908,0.886,5149.7,1.1291418,0.5000345349769785,0.11138372698285216,0.1852,146.934
10092547,1.158,1.414,6066.1,0.9168606,2.4603676041476272,0.1671395910392745,0.4645,106.1
10098203,0.84,0.833,5346.6,0.9925127,0.5140436515824262,0.04662918872989027,0.0153,69.12
10098323,0.708,0.696,4505.7,1.4394493,0.1803017740859569,0.12132134322883689,0.1625,139.659
10098540,0.674,0.689,4231.9,1.5933638,0.13677288255958492,0.16309715070348216,0.2592,286.402
10098577,0.935,0.981,5611.8,1.1359272,0.8609937521846006,0.13592150917149046,0.286,172.857
10098625,0.952,0.932,5808.2,1.1017618,0.8953647655495938,0.13786962842662143,0.201,230.673
