kepid,mass,radius,teff,bp_rp,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
10000797,0.968,1.3550892,5962,0.79298496,0.1338024951025604,0.206,68.34
10000800,0.965,0.9133894,5287,0.98207283,0.1279095868409342,0.078,200.749
10000827,0.939,0.99589604,5353,0.9772148,0.10983085944948523,0.1235,104.819
10000876,0.849,0.86952025,5027.5464,1.1104078,0.08092138510002551,0.13,88.832
10000939,0.564,0.55401677,4430,1.544404,0.17954723088478525,0.138,275.164
10000941,0.798,0.77443004,4956,1.165803,0.05433418334346418,0.109,81.692
10000962,0.869,0.78332186,5305.5,1.0159454,0.07702861992488459,0.004,91.893
10000976,0.972,0.9529344,5323.1,0.98975754,0.09335780962977791,0.109,118.563
10001000,0.768,0.73986894,4945.58,1.2165956,0.11504398344038824,0.1363,183.011
10001045,1.157,1.6702535,6250,0.7358217,0.230441969055083,NaN,59.195
10001085,1.132,1.7092918,5403,0.92138195,0.3260730108604291,0.577,226.828
10001116,0.876,0.8096578,5324.5,1.0066433,0.061596042368461286,0.033,101.233
10001129,0.823,0.78501815,4897,1.1986103,0.14472946218995733,0.137,224.627
10001142,0.848,0.79014695,4978,1.1276274,0.145299640649561,0.0805,243.334
10000069,1.049,1.0554166,5412,0.9565468,0.16201591610865712,0.1103,162.647
10000083,1.031,2.3336728,5442,0.9082222,0.3278100387409439,NaN,142.471
10000255,1.145,1.5619825,5925,0.7924719,0.11162501668805956,0.309,55.149
10000285,1.117,1.1106759,5482,0.8983221,0.1618467828201707,0.1243,149.232
10000344,0.971,1.2660047,5748,0.87225246,0.23946741986854775,0.193,176.429
10000441,1.074,1.4356515,5929,0.78431416,0.0972605111992496,NaN,44.458
10000500,0.557,0.5569252,4459,1.51192,0.12545102594944388,0.143,133.315
10000551,1.021,1.1988348,5482,0.9076681,0.18375319867139972,0.164,158.658
10000612,0.951,1.2048918,5422,0.92015934,0.21067918354316967,NaN,189.928
10000620,1.073,1.342222,5725.4,0.8567171,0.08179565993948931,0.198,46.608
10000661,0.696,0.54340136,5049,1.2928543,0.08180571627180021,0.063,99.451
10000724,1.038,0.94952697,5639,0.8696747,0.0730209773606204,0.0213,73.684
10121766,0.754,0.68360215,5352.185,1.0716562,0.041399798412285985,0.015,71.668
10121816,0.728,0.87084943,5142,1.0310822,0.07104045460048608,0.041,90.893
10121916,0.902,0.96121275,5713,0.8593159,0.08889781237553851,0.0515,75.676
10122038,0.973,1.2876741,5038.82,1.0713882,0.22756066227779814,NaN,259.145
10122122,0.876,0.8861145,5316.55,1.004324,0.08843146108949072,0.0735,104.782
10129538,0.855,1.2775925,5742.75,0.8671341,0.18710940341067916,0.2185,125.73
10129675,0.53,0.71725106,5003.3335,1.3137159,0.10660180975168881,0.3153,103.818
10129779,0.879,1.1865869,5870,0.8107548,0.14324412127467803,0.154,92.797
10129793,0.882,1.5981345,5440.25,0.9197378,0.2507227131476189,0.4063,163.349
10004794,0.847,1.0581881,4967.66,1.1940098,0.1966657713918544,0.368,228.319
10004796,0.892,0.93960494,5213.8696,1.0202188,0.14311600889356074,0.141,143.544
10004804,0.746,1.0697361,5012,1.1361628,0.19301512212851113,NaN,248.128
10004864,1.119,1.000626,6238,0.7286444,0.13317645582951917,0.0377,52.484
10004928,0.98,1.2459071,5791.3335,0.86515236,0.1736246656009912,0.1837,110.954
10004945,1.146,1.3227558,6274,0.72473717,0.17841619801956948,0.0893,54.126
10004962,1.14,1.6168518,5770,0.85410786,0.27833348883746967,0.4165,155.331
10010958,0.969,0.92497283,4999.17,1.1125021,0.16253733957465563,0.162,260.341
10010975,1.072,1.4048203,5759,0.85200596,0.226490202981932,0.2467,184.376
10010990,0.952,1.3446499,5368,0.95977306,0.22822895106947388,0.344,251.919
10010992,0.727,0.6887639,5088.0938,1.1169605,0.12174815023252199,0.0367,402.392
10010994,1.159,1.6716273,5924.5,0.76570797,0.1655723597542607,0.252,78.864
10011023,0.843,1.1866151,5034.3335,1.0932732,0.1151835089864601,0.3598,119.7
10011038,0.658,0.7218029,4427.5,1.4785995,0.17751142147140653,NaN,202.89
10011070,0.929,0.7987006,5313,1.0109549,0.09282335928041532,0.0423,170.63
10011078,1.035,1.0508891,5479,0.905015,0.1253938464640792,0.1015,143.102
10011090,1.107,1.4917942,5840,0.8612213,0.2559631176665622,0.4663,177.028
10018391,1.05,1.4106005,5471,0.9069805,0.15703228317761636,0.2137,106.881
10018467,0.718,0.66931397,4640.2925,1.4358234,0.2233145066569459,0.203,231.714
10018573,0.719,0.61710733,4789.157,1.3705864,0.14806250000544002,0.0643,178.128
10018602,1.153,1.0748509,5774.9233,0.9011297,0.12006743702247244,0.171,97.258
10018619,0.989,0.9656325,5115.91,1.0269918,0.08821131566806482,0.086,121.125
10018676,1.104,0.9264968,5855.3335,0.88239384,0.16171761793642703,0.0703,154.611
10018699,1.137,1.0022058,5831.25,0.84011936,0.18665970543802615,0.0593,166.365
10024297,0.977,0.69830084,5426.3726,1.0467176,0.11417215452303243,0.0487,204.302
10024304,1.114,1.4808961,5366,0.9624119,0.20671851481844972,0.306,164.282
10024420,1.122,1.4403349,5572,0.89460754,0.205966800666569,0.245,151.951
10024461,0.977,0.9181171,5028.025,1.1129799,0.17049032925282492,0.144,228.91
10028140,0.828,0.84379345,4997.4297,1.1195574,0.12410875770747817,0.015,185.112
10028164,1.117,1.1871258,5471,0.9467859,0.19688378256794675,NaN,203.741
10028266,1.232,1.4897245,5579.99,0.8836489,0.2997171019011039,0.3685,289.013
10028273,1.093,1.396026,5690,0.88315964,0.1578334086661066,0.3163,110.795
10028292,0.899,1.1325665,5379.5,0.96765137,0.12083254154049972,0.235,121.607
10028399,0.782,0.6705955,4968.16,1.2479134,0.14963317706834323,0.0643,221.047
10028407,0.994,1.7535231,5487.74,0.90009785,0.282174641527507,NaN,187.199
10033272,0.715,0.7192141,4848.5303,1.3138084,0.20160435293773138,0.244,405.967
10033388,0.952,1.1639107,5420,0.93084335,0.038066331452697624,0.1503,40.085
10033400,1.028,1.1274095,5276.22,1.0166883,0.15838821854675253,0.2205,207.607
10033438,0.647,0.7886401,4975.5,1.169405,0.10355978359368605,0.107,171.773
10033462,0.553,0.6867678,4938.01,1.3516722,0.22636962787270698,0.3463,355.835
10033471,0.614,0.6296614,4221,1.6930714,0.13480372905344037,0.303,309.307
10033622,0.534,0.7035828,4793.05,1.3690815,0.12553539321110166,0.3025,157.46
10057278,0.868,0.9665945,5023,1.0967464,0.11402811937984056,NaN,136.6
10057341,0.985,0.9326187,5766,0.85524464,0.07518872456702998,0.0367,61.297
10057344,1.003,1.3537614,5806.3335,0.87946796,0.19952324317073544,0.2775,141.996
10057410,0.871,1.9110333,5744,0.86532116,0.274719631903954,NaN,131.89
10057428,0.956,1.0416838,5590.535,0.8869839,0.10364947771633756,0.0905,92.423
10064574,0.683,0.6232419,4730.63,1.4024391,0.17274121405347675,0.082,191.181
10064591,1.031,0.93765527,5845,0.81636906,0.06436847819919471,0.0213,83.381
10064613,0.747,0.6316889,4932.3335,1.1601706,0.10491915435042312,0.0085,171.036
10064620,0.859,0.8515895,5342,1.0190039,0.07529035146363636,0.086,101.683
10064704,0.659,0.5715451,4807.44,1.3809929,0.11708563522175912,0.0743,127.147
10064754,0.807,1.1569524,5302,1.0202475,0.10983463029761192,0.2845,113.063
10068659,0.941,0.8369351,5934.1226,0.8859787,0.12646404917097429,0.0135,123.551
10068745,0.941,0.6855097,5042,1.1955891,0.06116466749906713,0.006,90.196
10074909,0.936,0.95388377,4970.105,1.124486,0.11909704960930809,0.1745,139.806
10074987,0.754,1.2132674,5125.23,1.0612144,0.22728445402190783,0.322,302.18
10075009,0.968,1.1217378,5410,0.96503925,0.1514177920474644,0.235,178.698
10075024,0.987,1.0684892,5432.5,0.93632126,0.19543904642464616,0.1398,274.546
10082344,1.028,0.94874805,5361.6665,0.97465515,0.1484582996242262,0.071,227.177
10082384,1.15,0.96988153,5862.6665,0.8077669,0.07800560097758137,0.0495,89.766
10082441,1.025,1.330933,5442,0.9208584,0.25806216022138756,NaN,227.145
10082517,1.025,1.1976907,5402.6665,0.95281506,0.22042786030562947,0.2,221.745
10082519,0.694,0.5610621,4611.275,1.4505892,0.15357973193315766,0.0695,164.747
10082542,0.846,0.9693636,4951.695,1.2505732,0.17084461454960442,0.4147,176.788
10082545,1.179,1.1588092,5790.25,0.8378229,0.1685398784521529,0.1503,119.135
10082549,0.884,0.817819,5111.28,1.0618753,0.07236370979152267,0.0655,99.476
10088176,1.207,1.1288579,5730.5,0.8673992,0.21496400216168393,0.1472,192.653
10088190,1.065,1.1048843,5440,0.92173386,0.11020216245340553,0.1765,117.764
10088225,0.831,0.57974154,5003.6665,1.356946,0.20750820861766975,0.119,245.689
10088297,1.004,1.037566,5370,0.9688263,0.16108952068379934,0.165,225.83
10088383,1.038,1.0551718,5094.3335,1.0444937,0.16043130346635437,0.1865,179.027
10088444,0.828,0.81852967,5064.2134,1.0762196,0.08254519738091635,0.015,112.218
10091784,1.026,1.3763752,5339,1.0017366,0.19602165406250224,0.4123,165.882
10091809,1.287,1.1033505,6235.6665,0.7334738,0.11946870061271851,0.0333,112.198
10091818,1.154,1.1931278,5848.5,0.79915714,0.1573528894913379,0.1047,108.857
10091837,1.125,1.7808582,5547,0.8976393,0.3259184154931506,0.6873,242.057
10091848,0.974,1.7758431,5439.5,0.9183006,0.24097936911821402,NaN,149.501
10097236,0.961,1.5672865,5178,1.0469894,0.23956663858514868,0.4837,251.642
10097384,0.949,1.0212619,4960,1.1219931,0.14573686442546957,0.229,303.688
10097397,1.396,1.3719444,6393,0.68368816,0.07278420591257118,0.0987,58.898
10097467,0.722,0.8074502,4841.79,1.3287821,0.24035796697362571,0.3125,347.056
10122159,0.73,0.6186133,5086,1.2438564,0.1347879771525464,0.079,207.702
10122173,0.822,0.887406,5330.75,0.9903431,0.12609404686152967,0.0763,173.496
10122175,0.96,1.0558475,5590.77,0.87669086,0.1683433078589722,0.0853,172.792
10122235,0.811,0.71974754,5305.31,1.0545206,0.10516172082021069,0.0045,179.607
10122239,0.929,0.85619706,5789,0.83358574,0.06712545419710578,0.018,63.895
10122255,0.939,1.1646575,5744.6665,0.8708849,0.1392501533734739,0.1703,107.792
10122336,1.016,1.4467933,5742,0.8510523,0.14469059117356547,0.294,103.802
10122387,0.782,1.3155323,5069.255,1.0423527,0.2270966596974796,0.306,288.675
10129857,0.974,1.399445,5442,0.9212742,0.10572899678252305,0.279,75.417
10130039,0.957,1.0425382,5816.5,0.79778194,0.05603703826066976,0.053,49.884
10130057,0.903,0.7351302,5239.44,1.0446205,0.11683935056943658,0.008,178.97
10130071,1.058,1.8891761,5423,0.94353104,0.285762426292431,NaN,160.88
10005020,1.097,1.3547692,5376,0.96710205,0.16749680492914384,0.3035,123.885
10005048,0.732,0.6496927,4862.263,1.2996473,0.15698236854194272,0.103,195.751
10005056,1.084,1.0083469,5752,0.8563061,0.15499628248507596,0.077,139.313
10005119,1.092,1.2694087,5601.033,0.8934107,0.2075719856596314,0.2545,160.234
10005217,1.174,1.0129868,5781.3335,0.85787773,0.1676868278327469,0.1005,141.714
10011125,1.148,1.3710625,5768,0.8605852,0.25769558649192215,0.2422,202.609
10011138,0.643,0.64643604,4099.313,1.6964426,0.142608566459668,0.0947,227.874
10011213,1.025,1.0114785,5676.8203,0.8630867,0.18673610802508944,0.0467,208.833
10011306,1.114,1.3015764,5461,0.90988255,0.22859727808551922,0.2412,215.872
10011398,1.169,1.0195934,6052.25,0.7483597,0.11479976702388799,0.0372,67.809
10011524,1.157,1.1907288,5771.6025,0.8406601,0.25377101831748783,0.186,241.382
10014201,0.836,0.8158891,5007.25,1.0861912,0.145099114780735,0.022,272.895
10018791,1.161,2.0476458,5416.6665,0.90161896,0.3543908553047974,0.662,198.425
10018805,0.952,1.1290039,5214.8364,1.0279188,0.1816737882974994,0.1795,191.71
10018820,0.948,0.79227453,5186.7266,1.0315275,0.13615717100352884,0.0735,460.637
10018842,0.918,0.8696486,5592,0.87617016,0.034571656195097146,0.016,36.381
10024591,0.91,0.89329964,5306.3335,1.0133343,0.13053720537346541,0.086,170.12
10024620,0.938,0.8806295,5345,0.99460125,0.09565651337507927,0.0827,110.947
10024686,1.132,1.6954151,5745,0.87606144,0.22234638824348707,NaN,118.452
10028414,1.125,1.1378359,5439.7803,0.9021034,0.17346214851189654,0.163,205.31
10028447,1.015,1.0960937,5633.5,0.86134434,0.1577999226524932,0.1243,137.429
10028450,1.154,1.1971629,5756,0.85246754,0.21950065454779838,NaN,208.678
10028454,0.992,1.7959265,5072.21,1.0232944,0.29706199087987406,0.483,251.172
10028489,0.896,1.072517,5076.285,1.0637989,0.1774816954241143,0.2383,227.288
10028535,0.878,0.8921635,4916.5,1.1634979,0.13581902849598784,0.198,176.499
10028547,0.997,2.2085502,5400.3335,0.93042374,0.3051501135908675,0.6473,160.318
10028569,1.074,1.2508713,5762,0.8542719,0.17286431803851862,0.119,121.887
10033833,0.593,0.70679694,4197,1.7017345,0.1908508470451198,0.469,383.309
10034043,0.874,1.4163212,5338.55,0.976243,0.1567863391791242,NaN,151.37
10034197,0.52,0.634161,4656.817,1.3994217,0.1489806732421874,0.088,226.344
10057460,1.106,1.8802762,5779,0.84312916,0.3060536546794952,NaN,147.347
10057516,1.021,1.8079793,5794.75,0.81135845,0.23599232177996599,NaN,110.496
10057597,0.958,1.3591886,5806.3335,0.8820095,0.11652910698243733,0.3305,72.559
10057620,0.748,0.8932042,5625,0.86691284,0.026440535874125166,0.033,31.561
10057622,1.125,1.232998,5505,0.89664745,0.21836737829902875,0.1868,212.358
10057634,1.081,1.26941,5702.75,0.8643179,0.11979236161292998,0.181,79.81
10064860,0.796,0.76026267,4962.635,1.1931868,0.11766321332388006,0.137,161.553
10064876,0.942,1.233947,5340.75,0.94445515,0.15425872696675555,0.219,134.038
10064965,0.851,0.7298196,4956.0977,1.1425629,0.12261740504718102,0.0097,203.944
10065001,1.079,1.4266856,5408,0.9189367,0.23052819674348882,0.263,177.018
10065053,1.047,0.98607147,6640.075,0.8488865,0.26952047375725113,0.194,192.219
10065092,0.555,0.5668236,3981.5,1.8196735,0.1333815890277676,0.006,290.666
10068842,0.93,1.6946316,5412,0.9285593,0.21611530836507725,0.5727,123.24
10068867,1.006,1.7707931,5374.5,0.9621067,0.2391571834361867,NaN,132.657
10068884,1.106,1.599728,5791,0.8507929,0.1973615296838418,0.5003,108.945
10068906,0.572,0.5394191,4251.035,1.779089,0.11653158398192906,0.15,168.736
10068919,1.091,1.5826895,5876.6665,0.78797245,0.1327400646528723,NaN,127.162
10068939,1.038,1.2808865,5998,0.7462425,0.14962441271777396,0.1055,138.144
10068996,0.858,0.7749423,5002,1.1204948,0.07500941330334764,0.072,110.277
10075155,0.973,1.2681273,5381,0.9717846,0.21309640859854634,0.202,219.634
10075157,1.072,1.4916772,5786.3335,0.84541416,0.20053158502567991,0.164,126.408
10075215,1.117,1.0790555,5825.6665,0.797946,0.09714711730146286,0.032,94.656
10075223,1.019,0.86820686,5396.3335,0.9718275,0.153288703736227,0.0753,231.166
10075292,0.94,0.93792576,5393,0.9470558,0.12624188510334625,0.016,165.675
10075388,0.907,0.8687196,5095.09,1.0475807,0.14621519703208424,0.0257,266.057
10075468,0.991,2.0412934,5363.3335,0.95777035,0.3324438426484186,NaN,224.13
10075527,0.928,0.91993946,5111.28,1.062499,0.16010395836625682,0.1227,251.102
10082556,1.121,1.1258091,6255.895,0.74712753,0.15262481383371096,NaN,117.522
10082567,0.92,0.95532715,5054,1.0759668,0.14541203644525694,0.166,437.678
10082573,0.96,0.87016606,5074.25,1.0690222,0.14399142290122835,0.061,240.028
10082591,1.313,1.278268,5853.75,0.8075552,0.1874541462161995,0.116,118.296
10088524,0.816,0.7210548,5019.54,1.1153221,0.08160930447372376,0.0717,134.401
10088528,1.092,1.4560555,5436,0.9194622,0.2747716442598559,0.2357,230.593
10088590,0.965,1.164017,5251.1777,1.0320587,0.17743875723019148,0.3085,180.421
10088610,0.835,0.90985453,4906,1.1073971,0.13989553250574685,0.0997,275.05
10088619,1.213,1.438187,5783.3335,0.83825016,0.20416724620145812,0.2507,123.206
10088621,1.595,1.6159084,6008,0.7572489,0.1393237068378915,0.3097,57.851
10088639,1.119,1.1848371,5422.6665,0.9286804,0.09480290556445686,0.178,74.142
10091851,1.157,1.513435,5794,0.8018913,0.15953388265246882,0.357,195.152
10092157,1.019,1.2316304,5120.75,1.038599,0.14103326053075704,0.2837,134.952
10092216,1.25,1.894014,6040.3335,0.77897644,0.27304413999521776,NaN,120.23
10092276,0.88,1.6868117,5432.5,0.92059326,0.2074597395784038,0.5433,130.742
10092281,1.105,2.011859,5357.41,0.9513807,0.282913065758408,NaN,166.167
10097553,0.725,0.7368511,4518.0874,1.393547,0.19715598315442862,0.222,283.499
10097622,0.756,1.0593246,4882.737,1.1360312,0.16064778654771633,0.2542,305.919
10097661,0.728,0.9158538,4902,1.2075624,0.0948006229289611,0.256,109.498
10097755,0.65,0.623269,5026,1.2686567,0.046880608753186295,0.0715,138.729
10097763,0.992,1.0740716,5449.4634,0.8843813,0.027463655805779114,0.072,35.509
10098068,0.782,1.1786791,5031.885,1.0877485,0.20282314134234933,0.3518,319.134
10122520,0.782,0.76162535,4958.425,1.2002382,0.12734330046077075,0.137,172.183
10122684,0.855,0.96450007,5476.4634,0.92491436,0.08025652608209122,0.0305,82.11
10122722,0.653,0.72132075,4459.43,1.4085989,0.19805732237231372,0.073,232.741
10122735,1.15,1.5746952,6360,0.71249866,0.20637650368086644,NaN,51.615
10122743,1.115,1.8473518,6485.5,0.7334652,0.17619488857381332,NaN,44.869
10122768,1.126,1.2510973,6131.5,0.7776003,0.19438570193325133,0.1688,113.078
10001198,1.05,1.6761603,5958.83,0.87719154,0.2150286437867453,NaN,98.723
10001224,0.898,1.0500698,5439.7803,0.9011955,0.11159610360167452,0.078,112.585
10001312,0.84,0.81716174,5003.6123,1.1167831,0.10618931605002968,0.054,170.626
10001313,0.52,0.86624646,4525,1.4177475,0.21848417466818526,0.3687,213.518
10001322,0.916,0.9088996,5486.18,0.90120316,0.10678729758375409,0.059,110.218
10001368,1.069,1.1459601,5856.5,0.8057232,0.11434391871148974,0.1013,73.626
10005274,1.077,1.8272945,5645.04,0.77386475,0.16938678691015585,NaN,69.259
10005278,0.968,0.8126428,5778,0.8586407,0.12526704123977253,0.057,137.481
10005353,0.91,1.0515909,5748,0.8519039,0.19769405980086954,0.0763,176.596
10005367,0.779,1.1908575,5886.5,0.78643036,0.10283893542625418,0.0743,58.416
10005397,0.996,1.2643455,5832,0.8149853,0.13070218088290328,0.1822,80.02
10014558,0.843,0.847134,5093.75,1.0232649,0.05086082896764674,0.076,95.738
10014574,1.105,1.1871948,5499.5,0.9235287,0.08793007919697958,0.1763,67.539
10014578,0.904,1.4065022,5801.25,0.86875534,0.129693543800277,0.3472,79.409
10014628,1.031,1.8974149,5763,0.84126663,0.3078051234203548,0.7663,154.974
10018857,1.099,1.3853049,5413.5,0.9111204,0.16869001359463184,0.26,120.379
10018904,1.207,1.4620264,5461,0.9166689,0.28452819615617936,NaN,228.325
10018920,1.02,1.3981026,5800.25,0.8347883,0.18970103428932472,0.2763,114.183
10018953,1.036,1.1226593,5376,0.9608755,0.15951496391671283,0.228,151.643
10018962,0.845,0.9247852,4916,1.1890602,0.13393639004220936,NaN,146.196
10018969,1.169,1.0802418,5444.25,0.9068413,0.15576490879225238,0.1083,207.037
10024715,1.207,1.2130494,5601,0.8927784,0.2306285637337322,0.2005,216.804
10024777,1.048,1.0879242,5325,0.9954891,0.201732031730439,0.182,245.515
10024811,0.762,0.6727289,4910.5947,1.2062855,0.09439516337451027,0.0737,135.444
10024825,1.047,1.3135395,5290.567,0.9911251,0.19239518201039887,0.276,176.629
10024834,1.047,1.0709676,5336,1.0003824,0.19549599163232803,0.1685,231.195
10024862,1.298,1.198134,5790,0.83538914,0.2753677225263438,0.1693,233.167
10024885,1.021,1.5233914,5439.25,0.9163904,0.15616970166135272,0.335,98.317
10028599,0.815,0.73961663,4676.55,1.33745,0.1488789705541312,NaN,196.72
10028665,0.804,0.808239,5333,1.0147934,0.1079254206347863,0.045,182.122
10028795,0.861,0.8302899,4964.08,1.1241951,0.11201369005418362,0.0385,152.471
10028836,1.253,1.5017936,5625.425,0.8803129,0.27942990158753944,0.349,224.2
10028888,0.961,1.1984516,5087.737,1.0246229,0.07785912587056143,0.1733,89.305
10028915,1.03,0.8883519,5400,0.95146656,0.08303732534217795,0.033,157.106
10034405,0.806,1.3240894,5224.425,0.99814415,0.17481110614969594,NaN,214.046
10057651,0.946,0.78283733,5326,1.0101995,0.10823064075846955,0.011,164.133
10057661,0.936,1.1045891,5876.6665,0.78772926,0.03190835455755005,0.0445,23.497
10057795,0.893,0.8777447,5151.7974,1.0332136,0.10749458309500176,0.0693,156.605
10057846,0.84,1.1588264,5413.3335,0.95552444,0.08350182016850351,0.248,85.917
10057893,0.805,1.022614,5411,0.9423065,0.0951987950966613,0.092,92.041
10065158,0.667,0.6609329,4440.395,1.4506464,0.16993187126138504,0.1537,183.721
10065171,0.991,0.90235996,5371,0.9736748,0.10476744889036255,0.0438,114.182
10065198,0.918,0.8496676,5292.75,1.0070362,0.04954767351184352,0.0923,68.551
10065299,0.807,0.9808323,5141,1.0463343,0.11563640481018711,0.1647,122.118
10069078,0.904,0.8590382,5231.57,1.0183773,0.0590296240262447,0.017,79.357
10069234,1.067,0.8242538,5424,0.9169016,0.13027091956493003,0.056,186.604
10069309,1.143,1.591783,5424.3335,0.9119005,0.25674583576199367,0.408,165.135
10069342,0.967,1.0969639,5362,0.95543003,0.1445799267159137,0.1867,164.254
10069378,0.625,0.7507822,4475.703,1.4295063,0.23698232877858963,0.237,362.769
10078400,1.022,0.888384,5454.56,0.90641594,0.11122185717878731,0.0067,131.115
10078861,0.826,0.75910664,4968,1.1243458,0.06217789287239638,0.0945,91.471
10078869,0.833,1.0408126,5343,1.0033312,0.18026074600602693,0.224,201.447
10078984,0.981,1.3752536,5795.6665,0.84573555,0.1101978095030428,0.2247,74.445
10078985,0.811,0.86036927,5330.3335,1.0104771,0.08646023298487343,0.086,98.434
10078987,1.115,1.6982714,5755.9805,0.8774862,0.2990887119721161,NaN,164.862
10079002,0.852,0.900602,5082.8926,1.0676651,0.06141786228816034,0.1102,75.303
10079005,0.997,2.0330822,5365.303,0.9377527,0.2743486336371522,NaN,141.696
10082667,1.012,1.054107,5476,0.8969555,0.07870816516230214,0.0927,62.783
10082691,0.994,1.0274861,5113.47,1.025917,0.1568172788631095,0.1428,186.808
10082730,1.188,1.3084092,5520.07,0.89635944,0.2514177776786895,0.252,228.226
10082769,1.101,1.0301745,5475.925,0.92698765,0.18102135835969424,0.1137,191.516
10082785,1.205,1.3027545,5672.776,0.7574625,0.19232576571584947,0.0267,104.923
10088775,1.198,1.0878608,5785.5,0.84115505,0.1559879118867477,0.0967,147.476
10088843,1.133,1.0508957,5442,0.9120321,0.13141625132051693,0.0845,150.194
10088877,1.251,1.0246658,5828,0.8099003,0.05309462532899893,0.0407,41.552
10092335,1.083,1.6175946,5806.3335,0.88619614,0.1922014189907033,NaN,107.014
10092349,1.182,1.9500533,5836,0.76899624,0.18842819292904933,NaN,72.492
10092376,0.991,1.1480972,5422,0.9240284,0.12161132669338916,0.1695,114.051
10092453,0.914,1.4269035,5348,0.9942808,0.21282130564282983,0.329,176.592
10092508,0.809,0.9084028,4996,1.1291418,0.11166576554805034,0.1852,146.934
10092547,1.028,1.6393744,5436,0.9168606,0.1679128751904627,0.4645,106.1
10098203,0.718,0.8869818,5166.61,0.9925127,0.046559531967139675,0.0153,69.12
10098323,0.693,0.5986519,4745.605,1.4394493,0.12198145580890073,0.1625,139.659
10098540,0.624,0.55402124,4574.5674,1.5933638,0.163270471658588,0.2592,286.402
10098577,0.691,1.0661145,4959,1.1359272,0.13614450258213118,0.286,172.857
10098625,0.678,1.0441113,4978.6,1.1017618,0.1387458516437281,0.201,230.673
10122780,1.042,0.9502936,5056.2,1.0649061,0.04108724689272573,0.1397,48.718
10122826,0.912,1.1105669,5125.8335,1.0292187,0.14968106233555084,0.175,172.503
10122878,0.731,0.61772263,4937.8267,1.3188038,0.18681171388571186,0.1585,249.017
10122895,1.072,1.0799685,5460.43,0.9152012,0.09416028847181424,0.1405,93.899
10122937,0.974,1.0484346,5818,0.7802305,0.028513970972543472,0.0585,53.903
10122953,1.035,1.2916566,5361,0.923399,0.16641242546624604,0.149,150.432
10122955,1.051,1.2000557,5495.5405,0.9000702,0.16905119486511322,0.1748,147.784
10122999,1.107,1.5025954,5800,0.83108234,0.2520647673658437,0.4173,149.876
10123009,0.738,0.92269564,5007.5464,1.1128082,0.10006212907092209,0.1435,116.23
10123025,1.005,1.0483836,5842.915,0.88655376,0.2059475763463475,0.164,208.295
10001391,1.069,1.1182936,6149.75,0.7473955,0.14269960531285697,0.042,62.325
10001511,0.989,1.197538,5335,0.9864073,0.19642769431001872,0.275,183.111
10001648,0.938,0.85252124,5404.5,0.9531584,0.09450606601378979,0.035,105.904
10001658,1.111,1.3621532,5748,0.85588455,0.1927778844541039,0.223,132.522
10001688,0.728,0.85293305,4853.6265,1.3539267,0.25668131550366385,0.4377,243.576
10001717,0.986,1.0246964,5371,0.94997025,0.13765387846640323,NaN,154.255
10005482,0.912,1.2787127,5115.25,1.0357103,0.16097452193724116,0.281,173.681
10005605,0.893,0.80907655,4977.565,1.0832682,0.08793145303109363,0.0388,146.487
10005609,0.593,0.6482512,4538.9067,1.4332333,0.2069500995786883,0.058,258.219
10005646,0.918,1.1050766,5786,0.8384981,0.07462820928872235,0.0755,48.31
10005656,0.808,0.68357605,4918.9224,1.3324461,0.14116807478174198,0.269,146.495
10005685,1.081,1.0024625,5412,0.9561491,0.1814165355178364,0.116,211.645
10014667,0.993,0.95785856,5243.75,1.0194225,0.11533538019366586,NaN,165.8
10014689,0.854,0.9403887,5484,0.906662,0.04684697032089089,0.0443,57.226
10014702,1.038,1.4247708,5435.925,0.9108658,0.18907902976297022,0.235,137.966
10014707,1.088,1.3269924,5762.5,0.8559656,0.17631538886878895,0.194,142.764
10014765,0.92,0.97984076,5002,1.0866632,0.1357271782199397,0.1945,178.708
10014787,1.06,1.1758815,5683.3276,0.85216045,0.07498076592142605,0.085,71.686
10014875,1.008,0.980976,5424,0.9250202,0.16533916063877746,0.0383,203.95
10018994,1.048,1.1527139,5394,0.9534664,0.06490585882533784,0.23,48.316
10019062,0.955,1.443685,5414,0.95674515,0.15553183579200233,0.266,103.64
10019114,1.152,1.1124878,5790.75,0.8193445,0.1587375297515666,0.09,128.719
10019139,1.067,1.3619779,5500,0.86336994,0.20330770599501974,0.2173,157.723
10019205,0.991,1.2251126,5463,0.91006184,0.21501074304348697,NaN,187.522
10019233,0.928,0.95325685,5575.6665,0.8816633,0.060651390342365365,0.0065,69.976
10024906,0.992,0.9672435,5411.5,0.95502853,0.11325437867213296,0.085,127.126
10025001,1.038,1.3280615,5661,0.89119816,0.1700727737736312,0.245,118.641
10025101,0.819,0.6808811,5326.3335,1.0130405,0.10216185432115663,0.025,172.842
10025122,0.551,0.5994525,4355.1626,1.586997,0.11252805341693106,0.1413,138.437
10025195,0.901,1.0344445,5123,1.0551643,0.0851711904907172,0.235,99.892
10025276,1.069,1.3372283,5793.5,0.83918,0.22741893814765457,0.187,149.791
10028921,0.996,1.3907942,5405,0.90640736,0.13698101511858807,0.26,107.172
10028976,0.952,1.0780725,5402.6665,0.94657516,0.13002550531343615,0.1753,161.349
10028987,1.021,1.1297184,5422,0.9272394,0.14302968261923876,0.1965,192.053
